date_recorded,clip_num,id,annotation_providing_instrument,action,action_taking_instrument,start,clip_duration,performer_id
02-06-2026,Clip1,02-06-2026-Clip1,guitar,initiation,saxophone,0:03.000,378.0,1
02-06-2026,Clip1,02-06-2026-Clip1,guitar,initiation,guitar,0:06.280,378.0,1
02-06-2026,Clip1,02-06-2026-Clip1,guitar,agreement,saxophone,0:08.705,378.0,1
02-06-2026,Clip1,02-06-2026-Clip1,guitar,initiation,guitar,2:32.785,378.0,1
02-06-2026,Clip1,02-06-2026-Clip1,guitar,agreement,saxophone,2:35.255,378.0,1
02-06-2026,Clip1,02-06-2026-Clip1,guitar,initiation,guitar,3:50.375,378.0,1
02-06-2026,Clip1,02-06-2026-Clip1,guitar,agreement,saxophone,3:55.405,378.0,1
02-06-2026,Clip1,02-06-2026-Clip1,guitar,initiation,saxophone,4:35.570,378.0,1
02-06-2026,Clip1,02-06-2026-Clip1,guitar,agreement,guitar,4:36.500,378.0,1
02-06-2026,Clip1,02-06-2026-Clip1,guitar,initiation,guitar,5:07.500,378.0,1
02-06-2026,Clip1,02-06-2026-Clip1,guitar,agreement,saxophone,5:09.000,378.0,1
02-06-2026,Clip1,02-06-2026-Clip1,saxophone,initiation,saxophone,0:03.000,378.0,3
02-06-2026,Clip1,02-06-2026-Clip1,saxophone,initiation,guitar,0:06.000,378.0,3
02-06-2026,Clip1,02-06-2026-Clip1,saxophone,agreement,saxophone,0:08.390,378.0,3
02-06-2026,Clip1,02-06-2026-Clip1,saxophone,initiation,saxophone,0:19.384,378.0,3
02-06-2026,Clip1,02-06-2026-Clip1,saxophone,initiation,guitar,0:30.354,378.0,3
02-06-2026,Clip1,02-06-2026-Clip1,saxophone,agreement,saxophone,0:32.485,378.0,3
02-06-2026,Clip1,02-06-2026-Clip1,saxophone,initiation,guitar,0:48.160,378.0,3
02-06-2026,Clip1,02-06-2026-Clip1,saxophone,agreement,saxophone,0:53.117,378.0,3
02-06-2026,Clip1,02-06-2026-Clip1,saxophone,initiation,guitar,1:20.676,378.0,3
02-06-2026,Clip1,02-06-2026-Clip1,saxophone,agreement,saxophone,1:24.063,378.0,3
02-06-2026,Clip1,02-06-2026-Clip1,saxophone,initiation,guitar,2:03.240,378.0,3
02-06-2026,Clip1,02-06-2026-Clip1,saxophone,agreement,saxophone,2:05.114,378.0,3
02-06-2026,Clip1,02-06-2026-Clip1,saxophone,initiation,saxophone,2:32.736,378.0,3
02-06-2026,Clip1,02-06-2026-Clip1,saxophone,agreement,saxophone,2:35.200,378.0,3
02-06-2026,Clip1,02-06-2026-Clip1,saxophone,initiation,guitar,3:50.425,378.0,3
02-06-2026,Clip1,02-06-2026-Clip1,saxophone,agreement,saxophone,4:00.285,378.0,3
02-06-2026,Clip1,02-06-2026-Clip1,saxophone,initiation,guitar,5:01.099,378.0,3
02-06-2026,Clip1,02-06-2026-Clip1,saxophone,agreement,saxophone,5:07.958,378.0,3
02-06-2026,Clip2,02-06-2026-Clip2,guitar,initiation,saxophone,0:00.190,1041.6,1
02-06-2026,Clip2,02-06-2026-Clip2,guitar,agreement,guitar,0:02.820,1041.6,1
02-06-2026,Clip2,02-06-2026-Clip2,guitar,initiation,guitar,2:53.365,1041.6,1
02-06-2026,Clip2,02-06-2026-Clip2,guitar,agreement,saxophone,3:06.460,1041.6,1
02-06-2026,Clip2,02-06-2026-Clip2,guitar,initiation,saxophone,3:34.855,1041.6,1
02-06-2026,Clip2,02-06-2026-Clip2,guitar,agreement,guitar,3:40.000,1041.6,1
02-06-2026,Clip2,02-06-2026-Clip2,guitar,initiation,guitar,4:46.620,1041.6,1
02-06-2026,Clip2,02-06-2026-Clip2,guitar,agreement,saxophone,4:51.000,1041.6,1
02-06-2026,Clip2,02-06-2026-Clip2,guitar,initiation,saxophone,6:51.200,1041.6,1
02-06-2026,Clip2,02-06-2026-Clip2,guitar,agreement,guitar,6:53.785,1041.6,1
02-06-2026,Clip2,02-06-2026-Clip2,guitar,initiation,guitar,8:49.025,1041.6,1
02-06-2026,Clip2,02-06-2026-Clip2,guitar,agreement,saxophone,8:51.140,1041.6,1
02-06-2026,Clip2,02-06-2026-Clip2,guitar,initiation,saxophone,9:11.910,1041.6,1
02-06-2026,Clip2,02-06-2026-Clip2,guitar,agreement,guitar,9:14.580,1041.6,1
02-06-2026,Clip2,02-06-2026-Clip2,guitar,initiation,guitar,11:31.050,1041.6,1
02-06-2026,Clip2,02-06-2026-Clip2,guitar,agreement,saxophone,11:35.340,1041.6,1
02-06-2026,Clip2,02-06-2026-Clip2,guitar,initiation,guitar,13:01.285,1041.6,1
02-06-2026,Clip2,02-06-2026-Clip2,guitar,agreement,saxophone,13:04.225,1041.6,1
02-06-2026,Clip2,02-06-2026-Clip2,guitar,initiation,guitar,13:58.565,1041.6,1
02-06-2026,Clip2,02-06-2026-Clip2,guitar,agreement,saxophone,14:03.885,1041.6,1
02-06-2026,Clip2,02-06-2026-Clip2,guitar,initiation,saxophone,14:47.445,1041.6,1
02-06-2026,Clip2,02-06-2026-Clip2,guitar,agreement,guitar,14:50.265,1041.6,1
02-06-2026,Clip2,02-06-2026-Clip2,guitar,initiation,guitar,16:11.000,1041.6,1
02-06-2026,Clip2,02-06-2026-Clip2,guitar,agreement,saxophone,16:12.000,1041.6,1
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,saxophone,0:00.152,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,agreement,guitar,0:32.000,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,guitar,1:27.000,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,agreement,saxophone,1:33.110,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,saxophone,1:51.499,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,agreement,guitar,1:52.434,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,guitar,2:54.000,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,agreement,saxophone,3:06.405,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,saxophone,3:56.453,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,guitar,4:07.145,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,agreement,saxophone,4:08.584,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,guitar,4:44.499,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,agreement,saxophone,4:51.935,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,guitar,5:14.840,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,agreement,saxophone,5:16.653,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,guitar,6:15.484,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,agreement,saxophone,6:16.324,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,guitar,6:40.137,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,saxophone,6:52.770,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,agreement,guitar,6:53.873,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,guitar,7:08.869,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,agreement,saxophone,7:10.669,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,guitar,7:42.354,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,saxophone,7:48.356,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,agreement,guitar,7:50.685,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,guitar,8:34.342,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,agreement,saxophone,8:39.886,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,saxophone,9:06.201,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,agreement,guitar,9:09.285,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,guitar,10:11.957,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,saxophone,10:28.991,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,guitar,10:32.327,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,agreement,saxophone,10:34.313,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,saxophone,11:13.129,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,guitar,11:24.943,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,saxophone,11:35.217,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,agreement,guitar,11:37.014,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,guitar,12:29.031,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,agreement,saxophone,12:30.843,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,guitar,13:01.154,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,agreement,saxophone,13:07.163,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,guitar,13:59.831,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,saxophone,14:03.809,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,guitar,14:09.096,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,saxophone,14:12.263,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,agreement,guitar,14:27.297,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,saxophone,14:47.273,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,agreement,guitar,14:53.178,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,guitar,15:17.211,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,guitar,15:32.971,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,agreement,saxophone,15:34.620,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,saxophone,15:56.202,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,guitar,15:59.948,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,initiation,saxophone,16:05.027,1041.6,3
02-06-2026,Clip2,02-06-2026-Clip2,saxophone,agreement,guitar,16:05.767,1041.6,3
02-06-2026,Clip3,02-06-2026-Clip3,guitar,initiation,saxophone,0:02.180,982.5833333333334,1
02-06-2026,Clip3,02-06-2026-Clip3,guitar,agreement,guitar,0:11.615,982.5833333333334,1
02-06-2026,Clip3,02-06-2026-Clip3,guitar,initiation,guitar,2:26.000,982.5833333333334,1
02-06-2026,Clip3,02-06-2026-Clip3,guitar,agreement,saxophone,2:27.525,982.5833333333334,1
02-06-2026,Clip3,02-06-2026-Clip3,guitar,initiation,guitar,3:18.310,982.5833333333334,1
02-06-2026,Clip3,02-06-2026-Clip3,guitar,agreement,saxophone,3:19.855,982.5833333333334,1
02-06-2026,Clip3,02-06-2026-Clip3,guitar,initiation,guitar,4:35.215,982.5833333333334,1
02-06-2026,Clip3,02-06-2026-Clip3,guitar,initiation,saxophone,4:46.415,982.5833333333334,1
02-06-2026,Clip3,02-06-2026-Clip3,guitar,initiation,guitar,4:54.120,982.5833333333334,1
02-06-2026,Clip3,02-06-2026-Clip3,guitar,agreement,saxophone,4:58.645,982.5833333333334,1
02-06-2026,Clip3,02-06-2026-Clip3,guitar,initiation,saxophone,7:11.240,982.5833333333334,1
02-06-2026,Clip3,02-06-2026-Clip3,guitar,agreement,guitar,7:13.060,982.5833333333334,1
02-06-2026,Clip3,02-06-2026-Clip3,guitar,initiation,guitar,8:58.590,982.5833333333334,1
02-06-2026,Clip3,02-06-2026-Clip3,guitar,agreement,saxophone,9:04.045,982.5833333333334,1
02-06-2026,Clip3,02-06-2026-Clip3,guitar,initiation,saxophone,11:20.890,982.5833333333334,1
02-06-2026,Clip3,02-06-2026-Clip3,guitar,agreement,guitar,11:22.900,982.5833333333334,1
02-06-2026,Clip3,02-06-2026-Clip3,guitar,initiation,guitar,13:24.920,982.5833333333334,1
02-06-2026,Clip3,02-06-2026-Clip3,guitar,agreement,saxophone,13:35.435,982.5833333333334,1
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,initiation,saxophone,0:02.171,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,agreement,guitar,0:14.500,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,initiation,guitar,2:26.000,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,agreement,saxophone,2:27.500,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,initiation,guitar,2:40.000,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,agreement,saxophone,2:42.703,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,initiation,guitar,2:54.593,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,agreement,saxophone,2:56.318,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,initiation,guitar,3:18.276,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,agreement,saxophone,3:19.960,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,initiation,guitar,3:55.083,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,initiation,saxophone,4:05.271,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,initiation,guitar,4:13.886,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,initiation,saxophone,4:18.090,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,initiation,guitar,4:20.666,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,agreement,saxophone,4:22.157,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,initiation,saxophone,4:33.391,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,initiation,guitar,4:34.924,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,initiation,saxophone,4:46.406,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,initiation,guitar,4:49.465,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,agreement,saxophone,4:58.574,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,initiation,saxophone,5:13.912,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,initiation,guitar,5:16.909,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,agreement,saxophone,5:22.257,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,initiation,guitar,6:41.369,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,agreement,saxophone,6:53.655,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,initiation,guitar,7:52.930,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,agreement,saxophone,7:54.456,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,initiation,guitar,8:58.673,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,agreement,saxophone,9:03.984,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,initiation,saxophone,11:06.221,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,initiation,guitar,11:14.978,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,initiation,saxophone,11:20.866,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,initiation,guitar,11:25.128,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,agreement,saxophone,11:28.139,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,initiation,guitar,13:26.990,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,agreement,saxophone,13:35.387,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,initiation,guitar,15:28.977,982.5833333333334,3
02-06-2026,Clip3,02-06-2026-Clip3,saxophone,agreement,saxophone,15:40.661,982.5833333333334,3
02-06-2026,Clip4,02-06-2026-Clip4,guitar,initiation,saxophone,0:02.160,820.6833333333333,1
02-06-2026,Clip4,02-06-2026-Clip4,guitar,agreement,guitar,0:08.460,820.6833333333333,1
02-06-2026,Clip4,02-06-2026-Clip4,guitar,initiation,guitar,4:31.230,820.6833333333333,1
02-06-2026,Clip4,02-06-2026-Clip4,guitar,agreement,saxophone,4:42.075,820.6833333333333,1
02-06-2026,Clip4,02-06-2026-Clip4,guitar,initiation,guitar,8:51.160,820.6833333333333,1
02-06-2026,Clip4,02-06-2026-Clip4,guitar,agreement,saxophone,8:57.500,820.6833333333333,1
02-06-2026,Clip4,02-06-2026-Clip4,guitar,initiation,saxophone,9:22.665,820.6833333333333,1
02-06-2026,Clip4,02-06-2026-Clip4,guitar,agreement,guitar,9:27.945,820.6833333333333,1
02-06-2026,Clip4,02-06-2026-Clip4,guitar,initiation,saxophone,9:51.350,820.6833333333333,1
02-06-2026,Clip4,02-06-2026-Clip4,guitar,agreement,guitar,9:52.095,820.6833333333333,1
02-06-2026,Clip4,02-06-2026-Clip4,guitar,initiation,guitar,11:56.280,820.6833333333333,1
02-06-2026,Clip4,02-06-2026-Clip4,guitar,agreement,saxophone,12:05.805,820.6833333333333,1
02-06-2026,Clip4,02-06-2026-Clip4,saxophone,initiation,saxophone,0:02.155,820.6833333333333,3
02-06-2026,Clip4,02-06-2026-Clip4,saxophone,agreement,guitar,0:17.543,820.6833333333333,3
02-06-2026,Clip4,02-06-2026-Clip4,saxophone,initiation,guitar,4:31.170,820.6833333333333,3
02-06-2026,Clip4,02-06-2026-Clip4,saxophone,agreement,saxophone,4:38.978,820.6833333333333,3
02-06-2026,Clip4,02-06-2026-Clip4,saxophone,initiation,guitar,4:56.484,820.6833333333333,3
02-06-2026,Clip4,02-06-2026-Clip4,saxophone,agreement,saxophone,4:57.597,820.6833333333333,3
02-06-2026,Clip4,02-06-2026-Clip4,saxophone,initiation,saxophone,5:26.717,820.6833333333333,3
02-06-2026,Clip4,02-06-2026-Clip4,saxophone,initiation,guitar,5:30.100,820.6833333333333,3
02-06-2026,Clip4,02-06-2026-Clip4,saxophone,agreement,saxophone,5:31.301,820.6833333333333,3
02-06-2026,Clip4,02-06-2026-Clip4,saxophone,initiation,guitar,5:38.194,820.6833333333333,3
02-06-2026,Clip4,02-06-2026-Clip4,saxophone,agreement,saxophone,5:39.466,820.6833333333333,3
02-06-2026,Clip4,02-06-2026-Clip4,saxophone,initiation,guitar,5:49.286,820.6833333333333,3
02-06-2026,Clip4,02-06-2026-Clip4,saxophone,agreement,saxophone,5:53.755,820.6833333333333,3
02-06-2026,Clip4,02-06-2026-Clip4,saxophone,initiation,guitar,6:35.556,820.6833333333333,3
02-06-2026,Clip4,02-06-2026-Clip4,saxophone,agreement,saxophone,6:37.616,820.6833333333333,3
02-06-2026,Clip4,02-06-2026-Clip4,saxophone,initiation,guitar,8:48.703,820.6833333333333,3
02-06-2026,Clip4,02-06-2026-Clip4,saxophone,agreement,saxophone,8:49.188,820.6833333333333,3
02-06-2026,Clip4,02-06-2026-Clip4,saxophone,initiation,saxophone,9:22.669,820.6833333333333,3
02-06-2026,Clip4,02-06-2026-Clip4,saxophone,agreement,guitar,9:27.843,820.6833333333333,3
02-06-2026,Clip4,02-06-2026-Clip4,saxophone,initiation,saxophone,9:51.305,820.6833333333333,3
02-06-2026,Clip4,02-06-2026-Clip4,saxophone,agreement,guitar,9:52.119,820.6833333333333,3
02-06-2026,Clip4,02-06-2026-Clip4,saxophone,initiation,guitar,11:57.656,820.6833333333333,3
02-06-2026,Clip4,02-06-2026-Clip4,saxophone,initiation,saxophone,12:15.577,820.6833333333333,3
02-06-2026,Clip4,02-06-2026-Clip4,saxophone,agreement,guitar,12:30.130,820.6833333333333,3
02-25-2026,Clip1,02-25-2026-Clip1,saxophone,initiation,saxophone,0:00.606,421.4166666666667,3
02-25-2026,Clip1,02-25-2026-Clip1,saxophone,agreement,trombone,0:01.874,421.4166666666667,3
02-25-2026,Clip1,02-25-2026-Clip1,saxophone,initiation,trombone,1:04.959,421.4166666666667,3
02-25-2026,Clip1,02-25-2026-Clip1,saxophone,agreement,saxophone,1:06.623,421.4166666666667,3
02-25-2026,Clip1,02-25-2026-Clip1,saxophone,initiation,saxophone,1:26.960,421.4166666666667,3
02-25-2026,Clip1,02-25-2026-Clip1,saxophone,agreement,trombone,1:29.045,421.4166666666667,3
02-25-2026,Clip1,02-25-2026-Clip1,saxophone,initiation,trombone,3:31.906,421.4166666666667,3
02-25-2026,Clip1,02-25-2026-Clip1,saxophone,agreement,saxophone,3:39.958,421.4166666666667,3
02-25-2026,Clip1,02-25-2026-Clip1,saxophone,initiation,trombone,3:51.887,421.4166666666667,3
02-25-2026,Clip1,02-25-2026-Clip1,saxophone,agreement,saxophone,3:57.970,421.4166666666667,3
02-25-2026,Clip1,02-25-2026-Clip1,saxophone,initiation,saxophone,4:29.966,421.4166666666667,3
02-25-2026,Clip1,02-25-2026-Clip1,saxophone,initiation,trombone,4:33.240,421.4166666666667,3
02-25-2026,Clip1,02-25-2026-Clip1,saxophone,agreement,saxophone,4:34.881,421.4166666666667,3
02-25-2026,Clip1,02-25-2026-Clip1,saxophone,initiation,saxophone,4:57.788,421.4166666666667,3
02-25-2026,Clip1,02-25-2026-Clip1,saxophone,agreement,trombone,4:59.507,421.4166666666667,3
02-25-2026,Clip1,02-25-2026-Clip1,trombone,initiation,saxophone,0:00.500,421.4166666666667,2
02-25-2026,Clip1,02-25-2026-Clip1,trombone,agreement,trombone,0:01.845,421.4166666666667,2
02-25-2026,Clip1,02-25-2026-Clip1,trombone,initiation,saxophone,0:34.320,421.4166666666667,2
02-25-2026,Clip1,02-25-2026-Clip1,trombone,initiation,trombone,0:38.137,421.4166666666667,2
02-25-2026,Clip1,02-25-2026-Clip1,trombone,agreement,saxophone,0:39.031,421.4166666666667,2
02-25-2026,Clip1,02-25-2026-Clip1,trombone,initiation,trombone,1:01.222,421.4166666666667,2
02-25-2026,Clip1,02-25-2026-Clip1,trombone,agreement,saxophone,1:02.501,421.4166666666667,2
02-25-2026,Clip1,02-25-2026-Clip1,trombone,initiation,trombone,1:55.494,421.4166666666667,2
02-25-2026,Clip1,02-25-2026-Clip1,trombone,initiation,saxophone,2:14.944,421.4166666666667,2
02-25-2026,Clip1,02-25-2026-Clip1,trombone,agreement,trombone,2:22.920,421.4166666666667,2
02-25-2026,Clip1,02-25-2026-Clip1,trombone,initiation,trombone,3:19.387,421.4166666666667,2
02-25-2026,Clip1,02-25-2026-Clip1,trombone,agreement,saxophone,3:23.505,421.4166666666667,2
02-25-2026,Clip1,02-25-2026-Clip1,trombone,initiation,saxophone,4:29.975,421.4166666666667,2
02-25-2026,Clip1,02-25-2026-Clip1,trombone,initiation,saxophone,4:34.577,421.4166666666667,2
02-25-2026,Clip1,02-25-2026-Clip1,trombone,initiation,saxophone,4:57.634,421.4166666666667,2
02-25-2026,Clip1,02-25-2026-Clip1,trombone,agreement,trombone,4:59.522,421.4166666666667,2
02-25-2026,Clip1,02-25-2026-Clip1,trombone,initiation,trombone,5:21.093,421.4166666666667,2
02-25-2026,Clip1,02-25-2026-Clip1,trombone,agreement,saxophone,5:25.997,421.4166666666667,2
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,initiation,trombone,0:01.402,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,agreement,saxophone,0:02.348,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,initiation,trombone,0:27.819,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,agreement,saxophone,0:28.856,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,initiation,trombone,1:14.209,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,agreement,saxophone,1:15.024,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,initiation,trombone,1:23.175,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,agreement,saxophone,1:25.750,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,initiation,trombone,3:28.181,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,agreement,saxophone,3:33.779,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,initiation,trombone,4:33.307,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,agreement,saxophone,4:36.085,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,initiation,trombone,5:44.043,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,agreement,saxophone,5:44.880,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,initiation,saxophone,8:32.618,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,agreement,trombone,8:33.848,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,initiation,saxophone,9:08.926,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,initiation,trombone,9:20.133,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,agreement,saxophone,9:22.748,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,initiation,saxophone,9:47.003,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,initiation,trombone,10:09.316,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,agreement,saxophone,10:11.518,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,initiation,trombone,10:28.141,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,agreement,saxophone,10:31.347,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,initiation,saxophone,10:49.513,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,agreement,trombone,10:50.230,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,initiation,trombone,10:54.720,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,agreement,saxophone,10:55.889,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,initiation,saxophone,11:42.202,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,saxophone,agreement,trombone,11:47.046,761.8133333333334,3
02-25-2026,Clip2,02-25-2026-Clip2,trombone,initiation,trombone,0:01.330,761.8133333333334,2
02-25-2026,Clip2,02-25-2026-Clip2,trombone,agreement,saxophone,0:02.185,761.8133333333334,2
02-25-2026,Clip2,02-25-2026-Clip2,trombone,initiation,trombone,1:23.669,761.8133333333334,2
02-25-2026,Clip2,02-25-2026-Clip2,trombone,agreement,saxophone,1:27.695,761.8133333333334,2
